image_id,image_path,filename,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
29598,myntradataset\images\29598.jpg,29598.jpg,29598,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Indigo Nation Men Striped Black & Blue T-shirt
32449,myntradataset\images\32449.jpg,32449.jpg,32449,Men,Apparel,Bottomwear,Shorts,White,Summer,2012.0,Sports,ADIDAS Men White 3/4 Length Pants
2716,myntradataset\images\2716.jpg,2716.jpg,2716,Girls,Apparel,Topwear,Tops,Red,Summer,2011.0,Casual,Disney Kids Girl's Minnie Red Stripped Kidswear
33468,myntradataset\images\33468.jpg,33468.jpg,33468,Women,Accessories,Belts,Belts,Black,Summer,2012.0,Casual,Baggit Women Capri Mayur Black Belt
15619,myntradataset\images\15619.jpg,15619.jpg,15619,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,Nike Men AS Squad FT FZ Hoody Grey Sweatshirts
44115,myntradataset\images\44115.jpg,44115.jpg,44115,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Baldessarini Men Delmar Perfume
27141,myntradataset\images\27141.jpg,27141.jpg,27141,Women,Apparel,Innerwear,Bra,Beige,Summer,2012.0,Casual,Miss-T Beige Bra
45656,myntradataset\images\45656.jpg,45656.jpg,45656,Men,Apparel,Innerwear,Trunk,Black,Summer,2016.0,Casual,Park Avenue Men Black Trunks
30645,myntradataset\images\30645.jpg,30645.jpg,30645,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2012.0,Sports,Nike Men Barca Rugby Maroon T-shirt
20468,myntradataset\images\20468.jpg,20468.jpg,20468,Women,Accessories,Wallets,Wallets,Purple,Winter,2015.0,Casual,Baggit Women Udaan Jhuti Purple Wallet
33526,myntradataset\images\33526.jpg,33526.jpg,33526,Women,Footwear,Shoes,Heels,Blue,Summer,2016.0,Casual,Cobblerz Women Blue Sandals
27548,myntradataset\images\27548.jpg,27548.jpg,27548,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Scullers Men White & Navy Blue Check Shirt
5192,myntradataset\images\5192.jpg,5192.jpg,5192,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,DC Comics Men's Superman Eagle Navy T-shirt
54611,myntradataset\images\54611.jpg,54611.jpg,54611,Men,Apparel,Innerwear,Briefs,Red,Summer,2016.0,Casual,Jockey ELANCE Men Red Briefs 1009
47641,myntradataset\images\47641.jpg,47641.jpg,47641,Women,Footwear,Shoes,Casual Shoes,Cream,Winter,2012.0,Casual,Carlton London Women Cream Shoes
36067,myntradataset\images\36067.jpg,36067.jpg,36067,Unisex,Accessories,Bags,Handbags,Green,Winter,2012.0,Casual,OTLS Green Tote Bag
7310,myntradataset\images\7310.jpg,7310.jpg,7310,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,UCB Women's Short Sleeve Round Neck Pink Top
43137,myntradataset\images\43137.jpg,43137.jpg,43137,Men,Personal Care,Fragrance,Perfume and Body Mist,Maroon,Spring,2017.0,Casual,David Beckham Men Intense Instinct Perfume
52560,myntradataset\images\52560.jpg,52560.jpg,52560,Women,Accessories,Bags,Clutches,Red,Summer,2012.0,Casual,Mod'acc Women Red Coin Purse
44237,myntradataset\images\44237.jpg,44237.jpg,44237,Women,Footwear,Shoes,Casual Shoes,Green,Summer,2012.0,Casual,Nike Women White and Green Sneakers
56054,myntradataset\images\56054.jpg,56054.jpg,56054,Women,Personal Care,Lips,Lip Gloss,Red,Spring,2017.0,Casual,Colorbar Extra Durable Siren Lip Color 018
18212,myntradataset\images\18212.jpg,18212.jpg,18212,Men,Accessories,Headwear,Caps,White,Fall,2011.0,Casual,Manchester United Men Solid White Cap
53041,myntradataset\images\53041.jpg,53041.jpg,53041,Women,Apparel,Saree,Sarees,Multi,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari
58004,myntradataset\images\58004.jpg,58004.jpg,58004,Women,Apparel,Topwear,Tops,Pink,Fall,2012.0,Casual,Latin Quarters Women Pink & Black Top
54596,myntradataset\images\54596.jpg,54596.jpg,54596,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012.0,Ethnic,Sushilas Women Orange Printed Kurta
1549,myntradataset\images\1549.jpg,1549.jpg,1549,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,Puma Men's Jiyu Slip On Sneaker
27532,myntradataset\images\27532.jpg,27532.jpg,27532,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Scullers Men Check Blue Shirt
19241,myntradataset\images\19241.jpg,19241.jpg,19241,Men,Apparel,Topwear,Jackets,Black,Fall,2010.0,Casual,Puma Men Lifestyle Track Black Jacket
38320,myntradataset\images\38320.jpg,38320.jpg,38320,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2012.0,Casual,Puma Unisex Echo Blue Backpack
11144,myntradataset\images\11144.jpg,11144.jpg,11144,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Price Catch Black Shirts
3202,myntradataset\images\3202.jpg,3202.jpg,3202,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Tantra Men's Who Are You Blue T-shirt
48471,myntradataset\images\48471.jpg,48471.jpg,48471,Women,Apparel,Dress,Dresses,Purple,Summer,2012.0,Casual,French Connection Purple Dress
49240,myntradataset\images\49240.jpg,49240.jpg,49240,Men,Accessories,Headwear,Caps,Blue,Fall,2012.0,Casual,Arrow Men Blue Cap
3639,myntradataset\images\3639.jpg,3639.jpg,3639,Men,Footwear,Shoes,Casual Shoes,White,Winter,2015.0,Casual,Fila Men's Universe HI White Shoe
14974,myntradataset\images\14974.jpg,14974.jpg,14974,Men,Accessories,Belts,Belts,Black,Fall,2011.0,Formal,New Hide Men Solid Black Belts
5465,myntradataset\images\5465.jpg,5465.jpg,5465,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Nike Men's Air Max Moto White Shoe
34763,myntradataset\images\34763.jpg,34763.jpg,34763,Women,Accessories,Bags,Handbags,Pink,Summer,2015.0,Casual,Be For Bag Women Pink Tote Bag
59504,myntradataset\images\59504.jpg,59504.jpg,59504,Women,Accessories,Jewellery,Necklace and Chains,Silver,Summer,2013.0,Casual,Lucera Silver Necklace
31705,myntradataset\images\31705.jpg,31705.jpg,31705,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Ethnic,Fabindia Women Ananya Silver Earrings
52958,myntradataset\images\52958.jpg,52958.jpg,52958,Women,Apparel,Saree,Sarees,Red,Fall,2012.0,Ethnic,FNF Red Sari
19226,myntradataset\images\19226.jpg,19226.jpg,19226,Men,Accessories,Ties,Ties,Red,Summer,2011.0,Formal,United Colors of Benetton Men Check Red Tie
39632,myntradataset\images\39632.jpg,39632.jpg,39632,Men,Footwear,Shoes,Sports Shoes,Red,Summer,2012.0,Sports,Nike Men Air Max Courtballistec Red Sports Shoes
13916,myntradataset\images\13916.jpg,13916.jpg,13916,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Men Air Visi Pro White Sports Shoes
35308,myntradataset\images\35308.jpg,35308.jpg,35308,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings
36358,myntradataset\images\36358.jpg,36358.jpg,36358,Men,Accessories,Ties,Ties,Red,Summer,2012.0,Formal,Reid & Taylor Men Red Tie
57031,myntradataset\images\57031.jpg,57031.jpg,57031,Women,Apparel,Topwear,Tops,Brown,Summer,2012.0,Casual,Forever New Women Printed Top
44126,myntradataset\images\44126.jpg,44126.jpg,44126,Men,Personal Care,Fragrance,Perfume and Body Mist,Steel,Spring,2017.0,Casual,Boss Men After Shave
46719,myntradataset\images\46719.jpg,46719.jpg,46719,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Rasasi Men Blue Perfume
38971,myntradataset\images\38971.jpg,38971.jpg,38971,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Arrow New York Men Grey T-shirt
54033,myntradataset\images\54033.jpg,54033.jpg,54033,Women,Accessories,Bags,Handbags,Teal,Summer,2012.0,Casual,Kiara Women Teal Handbag
48022,myntradataset\images\48022.jpg,48022.jpg,48022,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Helix Women White Dial Watch
10279,myntradataset\images\10279.jpg,10279.jpg,10279,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012.0,Casual,Clarks Men Nature Easy Leather Black Casual Shoes
22900,myntradataset\images\22900.jpg,22900.jpg,22900,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Mark Taylor Men Green Striped Shirt
16335,myntradataset\images\16335.jpg,16335.jpg,16335,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Formal,Peter England Men Stripes Navy Blue Shirt
21545,myntradataset\images\21545.jpg,21545.jpg,21545,Women,Accessories,Bags,Handbags,Maroon,Winter,2015.0,Casual,Kiara Women Margaret Maroon Handbag
32547,myntradataset\images\32547.jpg,32547.jpg,32547,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017.0,Casual,Playboy Men Ibiza Deo
31977,myntradataset\images\31977.jpg,31977.jpg,31977,Women,Footwear,Shoes,Sports Shoes,Olive,Summer,2012.0,Sports,Nike Women Lunarswift +3 Olive Sports Shoes
43437,myntradataset\images\43437.jpg,43437.jpg,43437,Women,Apparel,Apparel Set,Kurta Sets,Pink,Summer,2012.0,Ethnic,Global Desi Women Pink & Orange Printed Anarkali Churidar Kurta with Duptatta
35555,myntradataset\images\35555.jpg,35555.jpg,35555,Girls,Footwear,Sandal,Sandals,Red,Summer,2012.0,Casual,Enroute Teens Red Sandals
56405,myntradataset\images\56405.jpg,56405.jpg,56405,Women,Footwear,Shoes,Flats,Black,Winter,2012.0,Casual,Rocia Women Black Sandals
20342,myntradataset\images\20342.jpg,20342.jpg,20342,Men,Apparel,Topwear,Sweatshirts,Purple,Fall,2011.0,Casual,Proline Men Solid Purple Sweatshirt
8011,myntradataset\images\8011.jpg,8011.jpg,8011,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Sports,Fila Men's Round Neck Yellow T-shirt
9442,myntradataset\images\9442.jpg,9442.jpg,9442,Women,Accessories,Bags,Handbags,Red,Fall,2011.0,Casual,Nike Women Graphic Play Red Bag
49549,myntradataset\images\49549.jpg,49549.jpg,49549,Women,Accessories,Bags,Clutches,Green,Summer,2012.0,Casual,Rocia Women Green Clutch
33066,myntradataset\images\33066.jpg,33066.jpg,33066,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Red Check Shirt
18679,myntradataset\images\18679.jpg,18679.jpg,18679,Men,Apparel,Innerwear,Trunk,Brown,Summer,2016.0,Casual,Hanes Men  Brown Boxer Trunks
49546,myntradataset\images\49546.jpg,49546.jpg,49546,Women,Accessories,Bags,Handbags,Maroon,Summer,2012.0,Casual,Rocia Women Maroon Handbag
9658,myntradataset\images\9658.jpg,9658.jpg,9658,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,Indigo Nation Men Reversible Bling Maroon Shirt
20464,myntradataset\images\20464.jpg,20464.jpg,20464,Women,Accessories,Wallets,Wallets,Purple,Winter,2015.0,Casual,Baggit Women Famous Taj Purple Wallet
59859,myntradataset\images\59859.jpg,59859.jpg,59859,Women,Personal Care,Skin,Face Moisturisers,White,Spring,2017.0,Casual,Olay Women White Radiance Advanced Fairness Protective Lotion SPF 24
46877,myntradataset\images\46877.jpg,46877.jpg,46877,Men,Accessories,Socks,Socks,Beige,Summer,2012.0,Casual,Lino Perros Men Pack of 2 Socks
20146,myntradataset\images\20146.jpg,20146.jpg,20146,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Wrangler Men Urban Navy Blue Shirt
21567,myntradataset\images\21567.jpg,21567.jpg,21567,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012.0,Casual,Numero Uno Men Casual White Shoes
39775,myntradataset\images\39775.jpg,39775.jpg,39775,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Peter England Men White Casual Shirt
22824,myntradataset\images\22824.jpg,22824.jpg,22824,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2016.0,Casual,Woodland Men Brown Casual Shoes
31814,myntradataset\images\31814.jpg,31814.jpg,31814,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Men Black Dial Watch
48014,myntradataset\images\48014.jpg,48014.jpg,48014,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Helix Women White Watch
52804,myntradataset\images\52804.jpg,52804.jpg,52804,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,JAG Men Black Leather Wallet
41332,myntradataset\images\41332.jpg,41332.jpg,41332,Women,Apparel,Topwear,Dupatta,Green,Winter,2012.0,Ethnic,Aurelia Women Green Dupatta
56117,myntradataset\images\56117.jpg,56117.jpg,56117,Women,Personal Care,Lips,Lip Gloss,Purple,Spring,2017.0,Casual,Colorbar Night Rose Lip Pot 007
8493,myntradataset\images\8493.jpg,8493.jpg,8493,Women,Apparel,Bottomwear,Skirts,Black,Fall,2011.0,Casual,Forever New Women Black Skirts
36266,myntradataset\images\36266.jpg,36266.jpg,36266,Women,Apparel,Loungewear and Nightwear,Night suits,Pink,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink Night suits
35815,myntradataset\images\35815.jpg,35815.jpg,35815,Women,Footwear,Shoes,Heels,White,Summer,2012.0,Casual,Enroute Women White Heels
50729,myntradataset\images\50729.jpg,50729.jpg,50729,Men,Footwear,Sandal,Sandals,Black,Winter,2018.0,Casual,Red Chief Men Black Sandals
42841,myntradataset\images\42841.jpg,42841.jpg,42841,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,French Connection Women Beige Handbag
56440,myntradataset\images\56440.jpg,56440.jpg,56440,Women,Personal Care,Nails,Nail Polish,Maroon,Spring,2017.0,Casual,Streetwear Shine Divine Maroon Divine Nail Polish 03
9203,myntradataset\images\9203.jpg,9203.jpg,9203,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Puma Men Axis XT Black Shoes
17668,myntradataset\images\17668.jpg,17668.jpg,17668,Women,Footwear,Shoes,Flats,Brown,Winter,2015.0,Casual,Catwalk Women Closed Brown Casual Shoe
46247,myntradataset\images\46247.jpg,46247.jpg,46247,Women,Apparel,Topwear,Tunics,Pink,Summer,2012.0,Casual,Fusion Beats Women Dark Pink Tunic
48505,myntradataset\images\48505.jpg,48505.jpg,48505,Women,Apparel,Topwear,Tops,Cream,Summer,2012.0,Casual,French Connection Women Cream Top
13736,myntradataset\images\13736.jpg,13736.jpg,13736,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Belmonte Men Check Red Shirts
7797,myntradataset\images\7797.jpg,7797.jpg,7797,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011.0,Casual,Puma Men's First Round Takeahike Black Yellow Shoe
23127,myntradataset\images\23127.jpg,23127.jpg,,,,,,,,,,
39907,myntradataset\images\39907.jpg,39907.jpg,39907,Men,Footwear,Shoes,Sports Shoes,Silver,Summer,2012.0,Sports,ADIDAS Men Silver Response Sports Shoes
23024,myntradataset\images\23024.jpg,23024.jpg,23024,Women,Apparel,Topwear,Tunics,Pink,Summer,2011.0,Ethnic,Global Desi Women Pink Tunic
21672,myntradataset\images\21672.jpg,21672.jpg,21672,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fossil Men Black Dial Chronograph Watch CH2619
48427,myntradataset\images\48427.jpg,48427.jpg,48427,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,French Connection Men White Printed T-shirt
14534,myntradataset\images\14534.jpg,14534.jpg,14534,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Mark Taylor Men Printed Black Tshirts
54192,myntradataset\images\54192.jpg,54192.jpg,54192,Men,Apparel,Bottomwear,Trousers,Khaki,Summer,2012.0,Casual,Highlander Men Khaki Chinos
18731,myntradataset\images\18731.jpg,18731.jpg,18731,Women,Apparel,Topwear,Sweaters,Navy Blue,Fall,2011.0,Casual,Arrow Woman Georgina 2 Navy Blue Sweater
20171,myntradataset\images\20171.jpg,20171.jpg,20171,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Wrangler Men Aoston Black Shirt
8224,myntradataset\images\8224.jpg,8224.jpg,8224,Men,Accessories,Bags,Duffel Bag,Black,Winter,2016.0,Casual,Fastrack Men Black Gym Bag
17035,myntradataset\images\17035.jpg,17035.jpg,17035,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2013.0,Casual,Gas Men Romance Casual Shoe
42538,myntradataset\images\42538.jpg,42538.jpg,42538,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012.0,Ethnic,Mother Earth Women Maroon Kurta
57076,myntradataset\images\57076.jpg,57076.jpg,57076,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Elle Women Blue Jeans
46252,myntradataset\images\46252.jpg,46252.jpg,46252,Women,Apparel,Topwear,Tunics,Yellow,Summer,2012.0,Casual,Fusion Beats Women Yellow Tunic
15581,myntradataset\images\15581.jpg,15581.jpg,15581,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Proline Men Purple Polo T-shirt
44517,myntradataset\images\44517.jpg,44517.jpg,44517,Men,Footwear,Flip Flops,Flip Flops,Brown,Summer,2013.0,Casual,Coolers Men Brown Pokar Flip Flops
9656,myntradataset\images\9656.jpg,9656.jpg,9656,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,Indigo Nation Men Bling Technification Red Black Shirts
24777,myntradataset\images\24777.jpg,24777.jpg,24777,Women,Accessories,Belts,Belts,Purple,Winter,2015.0,Casual,Lino Perros Women Purple Belt
30683,myntradataset\images\30683.jpg,30683.jpg,30683,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Park Avenue Men Black Sunglasses
40162,myntradataset\images\40162.jpg,40162.jpg,40162,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Gini and Jony Boys Printed Yellow T-Shirt
59303,myntradataset\images\59303.jpg,59303.jpg,59303,Men,Apparel,Topwear,Shirts,Blue,Fall,2012.0,Casual,U.S. Polo Assn. Denim Co. Men Blue Shirt
43079,myntradataset\images\43079.jpg,43079.jpg,43079,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Sports,Nike Womens White Top
41356,myntradataset\images\41356.jpg,41356.jpg,41356,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2016.0,Casual,Wrangler Men Blue Skanders Jeans
44178,myntradataset\images\44178.jpg,44178.jpg,44178,Women,Personal Care,Fragrance,Deodorant,White,Spring,2017.0,Casual,Nike Fragrances Women Spicy Love Deo
47388,myntradataset\images\47388.jpg,47388.jpg,47388,Women,Accessories,Bags,Mobile Pouch,Silver,Fall,2012.0,Casual,Baggit Women Silver Micky Santa Mobile Pouch
36618,myntradataset\images\36618.jpg,36618.jpg,36618,Women,Footwear,Shoes,Heels,Bronze,Winter,2015.0,Casual,Catwalk Women Bronze Flats
9374,myntradataset\images\9374.jpg,9374.jpg,9374,Unisex,Accessories,Socks,Socks,Blue,Fall,2011.0,Casual,Puma Unisex Foundation Blue Socks
5375,myntradataset\images\5375.jpg,5375.jpg,5375,Women,Footwear,Shoes,Sports Shoes,Blue,Summer,2011.0,Sports,Quechua Jawar 5.0 Lady Blue
44674,myntradataset\images\44674.jpg,44674.jpg,44674,Women,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Wills Lifestyle Women Black Shirt
3746,myntradataset\images\3746.jpg,3746.jpg,3746,Unisex,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Tantra Kid's Yumm Green Kidswear
37629,myntradataset\images\37629.jpg,37629.jpg,37629,Girls,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Madagascar3 Girls Blue Printed T-Shirt
49639,myntradataset\images\49639.jpg,49639.jpg,49639,Women,Apparel,Topwear,Tops,Green,Summer,2012.0,Casual,Mineral Women Lime Green Top
51332,myntradataset\images\51332.jpg,51332.jpg,51332,Men,Apparel,Bottomwear,Rain Trousers,Black,Summer,2015.0,,Wildcraft Men Black Rain Trousers
26314,myntradataset\images\26314.jpg,26314.jpg,26314,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Sports,Proline Men Black Track Pants
35301,myntradataset\images\35301.jpg,35301.jpg,35301,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Ethnic,Fabindia Women Ananya Silver Earrings
25605,myntradataset\images\25605.jpg,25605.jpg,25605,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Men Black Dial Watch N1161SM02
19297,myntradataset\images\19297.jpg,19297.jpg,19297,Women,Accessories,Watches,Watches,White,Summer,2016.0,Casual,Guess Women Puffy G White Dial Watch with Swarovski Elements W85098L1
36832,myntradataset\images\36832.jpg,36832.jpg,36832,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Vishudh Women Green White & Green Kurta
12971,myntradataset\images\12971.jpg,12971.jpg,12971,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,ADIDAS Women Core 50 Black Sports Shoes
33100,myntradataset\images\33100.jpg,33100.jpg,33100,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Blue Flats
16418,myntradataset\images\16418.jpg,16418.jpg,16418,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Levi's Men Stripes White Tshirts
45299,myntradataset\images\45299.jpg,45299.jpg,45299,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,CASIO SHEEN Women White Dial Chronograph Analogue Watch SX047
45012,myntradataset\images\45012.jpg,45012.jpg,45012,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Sports,Maxima Men Digital Watch
10041,myntradataset\images\10041.jpg,10041.jpg,10041,Women,Apparel,Topwear,Tshirts,Brown,Fall,2011.0,Sports,Nike Women Brown Polo T-shirt
57160,myntradataset\images\57160.jpg,57160.jpg,57160,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Elle Women Printed White T-shirt
53107,myntradataset\images\53107.jpg,53107.jpg,53107,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Casual,Fabindia Silver Earrings
11668,myntradataset\images\11668.jpg,11668.jpg,11668,Women,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Lee Women Printed Black Tshirts
28174,myntradataset\images\28174.jpg,28174.jpg,28174,Men,Accessories,Eyewear,Sunglasses,Bronze,Winter,2016.0,Casual,Ray-Ban Men Aviator Bronze Sunglasses
4647,myntradataset\images\4647.jpg,4647.jpg,4647,Men,Footwear,Sandal,Sandals,Blue,Summer,2011.0,Sports,ADIDAS Men Neo Feather Lead Red Sandal
33316,myntradataset\images\33316.jpg,33316.jpg,33316,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Arrow New York Men Grey Striped Slim Fit Shirt
10323,myntradataset\images\10323.jpg,10323.jpg,10323,Women,Accessories,Bags,Handbags,Black,Winter,2015.0,Casual,Murcia Women Lambretta Green Black Handbags
35002,myntradataset\images\35002.jpg,35002.jpg,35002,Women,Accessories,Stoles,Stoles,Black,Summer,2012.0,Ethnic,Fabindia Women Printed Black Stole
14092,myntradataset\images\14092.jpg,14092.jpg,14092,Women,Apparel,Topwear,Sweaters,Green,Fall,2011.0,Casual,Flying Machine Women Stripes Green Sweaters
21753,myntradataset\images\21753.jpg,21753.jpg,21753,Women,Accessories,Bags,Handbags,Brown,Winter,2015.0,Casual,Kiara Women Classic Brown Handbag
30540,myntradataset\images\30540.jpg,30540.jpg,30540,Unisex,Accessories,Socks,Socks,Black,Summer,2012.0,Sports,Nike Unisex Sports Black Socks
43529,myntradataset\images\43529.jpg,43529.jpg,43529,Women,Apparel,Topwear,Tops,Red,Summer,2012.0,Casual,French Connection Women Red & Blue Top
11064,myntradataset\images\11064.jpg,11064.jpg,11064,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,John Miller Men Solid Purple Shirts
37962,myntradataset\images\37962.jpg,37962.jpg,37962,Women,Footwear,Shoes,Flats,Beige,Fall,2012.0,Casual,Clarks Women Beige & Brown Leather Ballerinas
37576,myntradataset\images\37576.jpg,37576.jpg,37576,Girls,Apparel,Socks,Booties,White,Summer,2012.0,Casual,Madagascar 3 Infant Girls White Booties
6769,myntradataset\images\6769.jpg,6769.jpg,6769,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Timberland Men Claremont Popl Black Shirt
55977,myntradataset\images\55977.jpg,55977.jpg,55977,Women,Personal Care,Lips,Lipstick,Pink,Summer,2019.0,Casual,Colorbar Velvet Matte Thrilling Pink Lipstick 61P
57948,myntradataset\images\57948.jpg,57948.jpg,57948,Men,Footwear,Shoes,Casual Shoes,Brown,Spring,2012.0,Casual,Clarks Men Brown Casual Shoes
56366,myntradataset\images\56366.jpg,56366.jpg,56366,Men,Personal Care,Fragrance,Perfume and Body Mist,Green,Spring,2017.0,Casual,Police Men Moving Out 100 ml Perfume
48906,myntradataset\images\48906.jpg,48906.jpg,48906,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013.0,Casual,Lucera Women Silver Pendant with Chain
57415,myntradataset\images\57415.jpg,57415.jpg,57415,Women,Apparel,Innerwear,Briefs,Black,Winter,2015.0,Casual,Amante Women Black Briefs PTSP02
58184,myntradataset\images\58184.jpg,58184.jpg,58184,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Rocky S Women Beige Handbag
50148,myntradataset\images\50148.jpg,50148.jpg,50148,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Rocia Women Black Flats
29885,myntradataset\images\29885.jpg,29885.jpg,29885,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Mayhem Women Sunglasses 1018-103
58174,myntradataset\images\58174.jpg,58174.jpg,58174,Women,Accessories,Bags,Handbags,White,Fall,2012.0,Casual,Rocky S Women White Handbag
34519,myntradataset\images\34519.jpg,34519.jpg,34519,Men,Footwear,Sandal,Sandals,Grey,Summer,2012.0,Casual,ADIDAS Men Chicane Grey Sandals
15324,myntradataset\images\15324.jpg,15324.jpg,15324,Men,Apparel,Topwear,Sweatshirts,White,Fall,2011.0,Sports,Nike Men Printed White Sweatshirts
47889,myntradataset\images\47889.jpg,47889.jpg,47889,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Murcia Women Brown Handbag
6759,myntradataset\images\6759.jpg,6759.jpg,6759,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Timberland Men's Linear Logo White T-shirt
31988,myntradataset\images\31988.jpg,31988.jpg,31988,Men,Accessories,Socks,Socks,Black,Summer,2016.0,Casual,Playboy Men Black Socks
44406,myntradataset\images\44406.jpg,44406.jpg,44406,Men,Footwear,Shoes,Sports Shoes,Brown,Fall,2012.0,Sports,Force 10 Men Brown Shoes
7355,myntradataset\images\7355.jpg,7355.jpg,7355,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Tantra Men's Black Sabbath Navy T-shirt
16735,myntradataset\images\16735.jpg,16735.jpg,16735,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2011.0,Casual,Lotto Men Emeriti Black Slipper
27955,myntradataset\images\27955.jpg,27955.jpg,27955,Men,Apparel,Innerwear,Briefs,Green,Summer,2016.0,Casual,Jockey Sport Performance  Men Green Brief SP02
